"","Date","Team","Opponent","Location","Result","TeamScore","OppScore"
"2889",2016-12-22,"George Mason","Prairie View","H","W",75,59
"2890",2016-12-30,"George Mason","VCU","H","L",64,73
"2891",2017-01-04,"George Mason","Massachusetts","H","W",86,81
"2892",2017-01-07,"George Mason","St. Bonaventure","A","L",72,82
"2893",2017-01-10,"George Mason","Saint Joseph's","A","W",75,67
"2894",2017-01-14,"George Mason","Saint Louis","H","L",56,63
"2895",2017-01-22,"George Mason","Richmond","A","W",82,77
"2896",2017-01-25,"George Mason","George Washington","H","L",68,87
"2897",2017-01-28,"George Mason","Massachusetts","A","W",76,74
"2898",2017-02-01,"George Mason","Saint Louis","A","L",74,76
"2899",2017-02-04,"George Mason","La Salle","H","W",95,75
"2900",2017-02-08,"George Mason","Davidson","A","W",76,69
"2901",2017-02-11,"George Mason","Fordham","H","W",73,67
"2902",2017-02-14,"George Mason","Richmond","H","W",93,70
"2903",2017-02-18,"George Mason","Rhode Island","H","L",74,77
"2904",2017-02-21,"George Mason","Dayton","A","-",NA,NA
"2905",2017-02-26,"George Mason","George Washington","A","-",NA,NA
"2906",2017-03-01,"George Mason","Duquesne","H","-",NA,NA
"2907",2017-03-04,"George Mason","VCU","A","-",NA,NA
"2908",2016-11-11,"George Washington","UMES","H","W",75,71
"2909",2016-11-15,"George Washington","Siena","H","W",77,75
"2910",2016-11-17,"George Washington","Ark.-Pine Bluff","H","W",61,41
"2911",2016-11-21,"George Washington","Georgia","N","L",73,81
"2912",2016-11-22,"George Washington","UAB","N","L",74,81
"2913",2016-11-26,"George Washington","Penn St.","H","L",68,74
"2914",2016-11-29,"George Washington","Harvard","A","W",77,74
"2915",2016-12-03,"George Washington","South Fla.","H","W",68,67
"2916",2016-12-04,"George Washington","Florida St.","N","L",48,67
"2917",2016-12-07,"George Washington","Temple","A","W",66,63
"2918",2016-12-10,"George Washington","Howard","H","W",79,62
"2919",2016-12-15,"George Washington","UCF","H","W",74,59
"2920",2016-12-22,"George Washington","Miami (FL)","A","L",64,72
"2921",2016-12-30,"George Washington","Saint Joseph's","A","L",63,68
"2922",2017-01-05,"George Washington","Davidson","H","W",73,69
"2923",2017-01-08,"George Washington","Richmond","H","L",70,77
"2924",2017-01-11,"George Washington","VCU","A","L",55,85
"2925",2017-01-15,"George Washington","La Salle","A","L",69,79
"2926",2017-01-18,"George Washington","Duquesne","H","W",65,63
"2927",2017-01-25,"George Washington","George Mason","A","W",87,68
"2928",2017-01-28,"George Washington","Saint Louis","H","W",63,55
"2929",2017-01-31,"George Washington","Rhode Island","A","L",70,82
"2930",2017-02-04,"George Washington","Richmond","A","L",75,84
"2931",2017-02-08,"George Washington","VCU","H","L",53,54
"2932",2017-02-11,"George Washington","St. Bonaventure","H","W",76,70
"2933",2017-02-15,"George Washington","Davidson","A","L",63,74
"2934",2017-02-19,"George Washington","Duquesne","A","W",77,70
"2935",2017-02-23,"George Washington","Massachusetts","H","-",NA,NA
"2936",2017-02-26,"George Washington","George Mason","H","-",NA,NA
"2937",2017-03-01,"George Washington","Fordham","A","-",NA,NA
"2938",2017-03-04,"George Washington","Dayton","H","-",NA,NA
"2939",2016-11-12,"Georgetown","USC Upstate","H","W",105,60
"2940",2016-11-15,"Georgetown","Maryland","H","L",75,76
"2941",2016-11-17,"Georgetown","Arkansas St.","H","L",72,78
"2942",2016-11-21,"Georgetown","Oregon","N","W",65,61
"2943",2016-11-22,"Georgetown","Wisconsin","N","L",57,73
"2944",2016-11-23,"Georgetown","Oklahoma St.","N","L",70,97
"2945",2016-11-27,"Georgetown","Howard","H","W",85,72
"2946",2016-11-30,"Georgetown","Coppin St.","H","W",96,44
"2947",2016-12-04,"Georgetown","Elon","H","W",77,74
"2948",2016-12-10,"Georgetown","La Salle","N","W",93,78
"2949",2016-12-17,"Georgetown","Syracuse","A","W",78,71
"2950",2016-12-22,"Georgetown","UNCG","H","W",78,56
"2951",2016-12-28,"Georgetown","Marquette","A","L",66,76
"2952",2016-12-31,"Georgetown","Xavier","H","L",76,81
"2953",2017-01-04,"Georgetown","Providence","A","L",70,76
"2954",2017-01-07,"Georgetown","Butler","H","L",76,85
"2955",2017-01-09,"Georgetown","St. John's (NY)","H","W",83,55
"2956",2017-01-14,"Georgetown","UConn","H","W",72,69
"2957",2017-01-16,"Georgetown","Providence","H","L",56,74
"2958",2017-01-22,"Georgetown","Xavier","A","L",75,86
"2959",2017-01-25,"Georgetown","Creighton","H","W",71,51
"2960",2017-01-28,"Georgetown","Butler","A","W",85,81
"2961",2017-01-31,"Georgetown","DePaul","A","W",76,73
"2962",2017-02-04,"Georgetown","Seton Hall","H","L",66,68
"2963",2017-02-07,"Georgetown","Villanova","A","L",64,75
"2964",2017-02-11,"Georgetown","Marquette","H","W",80,62
"2965",2017-02-19,"Georgetown","Creighton","A","L",70,87
"2966",2017-02-22,"Georgetown","DePaul","H","-",NA,NA
"2967",2017-02-25,"Georgetown","St. John's (NY)","A","-",NA,NA
